corpus	text	uid	gword	gloss	graid	gform	ganim	gfunc	refind	isnref
english	kent03	0001	#	#	##	##				
english	kent03	0001	well	well	other	other				
english	kent03	0001	now	now	other	other				
english	kent03	0001	I	1SG	pro.1:s	pro	1	s	4000	bridging
english	kent03	0001	='m	=be.PRS.1SG	=cop	=cop				
english	kent03	0001	about	about	other:pred	other		pred		
english	kent03	0001	#	#	#cc	#cc				
english	kent03	0001	0	0_I	f0.1:s	f0	1	s	4000	
english	kent03	0001	to	to	lv	lv				
english	kent03	0001	relate	relate.INF	vother:pred	vother		pred		
english	kent03	0001	to	to	adp	adp				
english	kent03	0001	you	2SG.OBL	pro.2:g	pro	2	g	4001	bridging
english	kent03	0001	the	the	ln_det	ln_det				
english	kent03	0001	whole	whole	np:p	np		p		
english	kent03	0001	of	of	rn	rn				
english	kent03	0001	my	1SG.POSS	rn_pro.1:poss	rn_pro	1	poss	4000	
english	kent03	0001	life story	life_story	rn_np	rn_np			4003	bridging
english	kent03	0002	#	#	##	##				
english	kent03	0002	and	and	other	other				
english	kent03	0002	I	1SG	pro.1:a	pro	1	a	4000	
english	kent03	0002	can	can	lv_aux	lv_aux				
english	kent03	0002	assure	assure.INF	v:pred	v		pred		
english	kent03	0002	you	2SG.OBL	pro.2:p	pro	2	p	4001	
english	kent03	0002	#	#	#cc:p2	#cc		p2		
english	kent03	0002	that	that	other	other				
english	kent03	0002	it	3SG.N	pro:s	pro		s	4003	
english	kent03	0002	will	will	lv_aux	lv_aux				
english	kent03	0002	be	be.INF	cop	cop				
english	kent03	0002	a	a	ln_deti	ln_deti				
english	kent03	0002	true	true	ln_adj	ln_adj				
english	kent03	0002	one	one	num_np:pred	num_np		pred		
english	kent03	0003	#	#	##	##				
english	kent03	0003	I	1SG	pro.1:s	pro	1	s	4000	
english	kent03	0003	was	be.PST.1SG	lv_aux	lv_aux				
english	kent03	0003	born	born	v:pred	v		pred		
english	kent03	0003	at	at	adp	adp				
english	kent03	0003	Benenden	Benenden	pn_np:l	pn_np		l	4004	new
english	kent03	0003	Standen	Standen_Street	pn_np:l	pn_np		l	4005	new
english	kent03	0003	in	in	adp	adp				
english	kent03	0003	the	the	ln_det	ln_det				
english	kent03	0003	old	old	ln_adj	ln_adj				
english	kent03	0003	Leasden House	Leasden_House	pn_np:l	pn_np		l	4006	new
english	kent03	0004	#	#	##	##				
